STILLINGTYPEAHEAD,STILLING
Bed,Bedriftslege
Bed,Bedriftsmegler
Bed,Bedriftspsykolog
Bed,Bedriftsrevisor
Bed,Bedriftsr%C3%A5dgiver+(bank)
Bed,Bedriftssykepleier
Bed,Bedrifts%C3%B8konom
Bef,Befal+I
Bef,Befal+med+sersjant+grad
Bef,Befal+med+sersjant+grad
Bef,Befal+med+sersjant+grad
Bef,Befrakter
Bef,Befraktningssjef+(rederi)
Beg,Begravelsesbyr%C3%A5-+og+krematoriemedarbeidere
Beg,Begravelsesbyr%C3%A5assistent
Beg,Begravelsesbyr%C3%A5medarbeider
Beg,Begravelsesbyr%C3%A5sj%C3%A5f%C3%B8r
Bel,Beleggskj%C3%A6rer+(skoproduksjon)
Bem,Bemanningskonsulent
Bem,Bemanningskoordinator
Ber,Beredskapsleder+(brannvesen)
Ber,Beregner+(forsikring)
Ber,Beregningsingeni%C3%B8r+(bygg+og+anlegg)
Ber,Beregningsingeni%C3%B8r+(elektronikk+og+telekommunikasjon)
Ber,Beregningsingeni%C3%B8r+(elkraftteknikk)
Ber,Beregningsingeni%C3%B8r+(maskin)
Ber,Beregningsingeni%C3%B8r+(%C3%B8vrig+teknisk+virksomhet)
Ber,Beregningsingeni%C3%B8r+sivil+(bygg+og+anlegg)
Ber,Bergfagarbeider
Ber,Bergfagarbeidere
Ber,Bergingeni%C3%B8r+(bygg+og+anlegg)
Ber,Bergingeni%C3%B8r+(gruvedrift)
Ber,Bergmester+(gruvedrift)
Ber,Bergtekniker+(gruvedrift)
Ber,Bergverksarbeider
Ber,Bergverksingeni%C3%B8r+sivil
Ber,Bergverksoperat%C3%B8r
Bes,Besiktigelsesingeni%C3%B8r+(bygg+og+anlegg)
Bes,Besiktigelsesingeni%C3%B8r+(kjemi)
Bes,Besiktigelsesingeni%C3%B8r+(maskin)
Bes,Besiktigelseskonsulent+(forsikring)
Bes,Besiktigelsesmann+(sikkerhet)
Bes,Besiktigelsesmann+(taksering)
Bes,Besiktigelsestekniker+(elkraftteknikk)
Bes,Beskj%C3%A6rer+(frukttr%C3%A6r)
Bes,Bestyrer+(barne-+og+ungdomsarbeid)
Bes,Bestyrer+(helsetjenester)
Bes,Bestyrer+(idrettsanlegg)
Bes,Bestyrer+(kantine)
Bes,Bestyrer+(renhold)
Bes,Bestyrer+(serveringssted)
Bes,Bestyrer+(skogsarbeid)
Bes,Bestyrer+(vei-+og+anleggsarbeid)
Bet,Betjent
Bet,Betjentformann
Bet,Betongarbeider
Bet,Betongarbeidere
Bet,Betongindustriarbeider
Bet,Betongsager
Bet,Betongvarearbeider
Bev,Bevillingsinnehaver+(fondsmegler)
Bib,Bibliotekar
Bib,Bibliotekarer+og+andre+informasjonsarbeidere
Bib,Bibliotekarer+arkivarer+mv.
Bib,Bibliotekaspirant
Bib,Bibliotekassistent
Bib,Bibliotekassistenter
Bib,Bibliotekfullmektig
Bib,Bibliotekkonsulent
Bib,Bibliotekleder
Bib,Bibliotekmedarbeider
Bib,Biblioteksdirekt%C3%B8r
Bib,Biblioteksjef
Bib,Bibliotekvakt
Bid,Bidragsfogd
Bil,Bil-+drosje-+og+varebilf%C3%B8rere
Bil,Bil-+drosje-+og+varebilf%C3%B8rere
Bil,Bilberger
Bil,Bildekonsulent+(forlag)
Bil,Bilderedakt%C3%B8r+(forlag)
Bil,Bilelektriker
Bil,Bilgummiarbeider
Bil,Bilinspekt%C3%B8r
Bil,Bilklargj%C3%B8rer
Bil,Bilkoordinator
Bil,Billedhogger
Bil,Billedkonsulent
Bil,Billedkunstner
Bil,Billedtekniker
Bil,Billettkonsulent+(reisebyr%C3%A5)
Bil,Billettkontroll%C3%B8r+(kino+teater+konserter+ol.)
Bil,Billettselger
Bil,Billettselger+(arrangementer)
Bil,Billettselgere
Bil,Billettselgere
Bil,Billett%C3%B8r
Bil,Billett%C3%B8r+(transportmidler)
Bil,Bilmegler+(engrosalg)
Bil,Bilmekaniker
Bil,Bilmekaniker+(lette+kj%C3%B8ret%C3%B8y)
Bil,Bilmekaniker+(tunge+kj%C3%B8ret%C3%B8y)
Bil,Bilmekanikere
Bil,Bilopphogger
Bil,Bilpleier
Bil,Bilsakkyndig
Bil,Bilselger
Bil,Bilsjef+(lastebil+og+vogntog)
Bil,Bilskadereparat%C3%B8r
Bil,Biltilsyninspekt%C3%B8r
Bil,Biltilsynssjef
Bil,Biltrafikkdirekt%C3%B8r
Bil,Bilutleier
Bil,Bilvaskere
Bil,Bilvaskere+vinduspussere+mv.
Bin,Binder
Bin,Bingoassistent
Bin,Bingovert
Bin,Bingoverter+bookmakere+mv.
Bio,Bioingeni%C3%B8r
Bio,Bioingeni%C3%B8rer
Bio,Biokjemiker
Bio,Biokjemitekniker
Bio,Biolog
Bio,Biolog+botaniker+zoolog+mv.
Bio,Biologer+botanikere+zoologer+mv.
Bio,Biologiske+yrker+mv.
Bio,Biopat
Bio,Bioteknikere+(ikke-medisinske+laboratorier)
Bio,Bioteknikere+mv.
Bir,Bir%C3%B8kter
Bir,Bir%C3%B8ktere
Bis,Biskop
Bis,Bistandsattach%C3%A9
Bla,Blandemaskinoperat%C3%B8r+(kjemisk+produksjon)
Bla,Blander+(kjemisk+produksjon)
Bli,Blikkenslager
Blo,Blogger
Blo,Blomsterdekorat%C3%B8r
Bly,Blyglassmester
Bly,Blyglassmestersvenn
Bod,Bodselger
Bok,Bokbinder
Bok,Bokbussassistent+(bibliotek)
Bok,Bokhandler
Bok,Bokhandlermedarbeider
Bok,Bokholder
Bok,Bokholderassistent
Bok,Bokollektivmedarbeider
Bok,Bokselger
Bok,Boktrykkermester
Bol,Boligkonsulent
Bol,Boligleder+(PU)
Bol,Boligr%C3%A5dmann
Bol,Boligsjef+(eiendomsdrift)
Bol,Boligsjef+(offentlig+administrasjon)
Bol,Boligutleiesjef
Bom,Bomringvakt
Bom,Bomvakt
Bon,Bonde+(fj%C3%A6rfe)
Bon,Bonde+(husdyrproduksjon)
Bon,Bonde+(kombinasjonsbruk)
Boo,Booking-+og+markedsmedarbeider+(reiseliv)
Boo,Bookingansvarlig+(hotell)
Boo,Bookingkoordinator
Boo,Bookingmedarbeider
Boo,Bookingmedarbeider+(hotell)
Boo,Bookingsjef
Boo,Bookmaker
Bor,Borearbeider
Bor,Boredekksarbeider
Bor,Boreentrepren%C3%B8r
Bor,Boreingeni%C3%B8r
Bor,Boreleder
Bor,Boreoperasjonsleder+(olje)
Bor,Borer+(olje-+og+gassutvinning)
Bor,Boresjef
Bor,Borevognsoprat%C3%B8r+(gruve)
Bor,Borev%C3%A6skeingeni%C3%B8r+(olje)
Bov,Boveileder+(vernepleier)
Bow,Bowlingmedarbeider
Bow,Bowlingvert
Bra,Brannformann
Bra,Branninspekt%C3%B8r
Bra,Brannkonstabel
Bra,Brannkonstabler
Bra,Brannmester
Bra,Brannsjef
Bra,Brannvakt
Bre,Bref%C3%B8rer
Bre,Brenner+(emalje+lakk)
Bre,Brenneriarbeider
Bre,Brennevinsarbeider
Bre,Brettformer
Bre,Brettvakt+(kraftstasjon)
Bri,Brigader
Bri,Brigadesjef+(brann-+og+feiervesen)
+AK,+AKADEMISKE+YRKER
+B%C3%98,+B%C3%98NDER+FISKERE+MV.
+H%C3%85,+H%C3%85NDVERKERE
+H%C3%98,+H%C3%98GSKOLEYRKER
+KO,+KONTORYRKER
+LE,+LEDERE
+MI,+MILIT̠RE+YRKER+OG+UOPPGITT
+PR,+PROSESS-+OG+MASKINOPERAT%C3%98RER+TRANSPORTARBEIDERE+MV.
+RE,+RENHOLDERE+HJELPEARBEIDERE+MV.
+SA,+SALGS-+OG+SERVICEYRKER
1.+,1.+nestleder+(arbeidsgiver-/arbeidstakerorg.)
2.+,2.+nestleder+(arbeidsgiver-/arbeidstakerorg.)
AD-,AD-assistent
AFI,AFIS-fullmektig
AIS,AIS-fullmektig
Abo,Abonnementselger
Abo,Abonnementsjef
Acc,Account+manager
Adj,Adjunkt+(grunnskole)
Adj,Adjunkt+(videreg%C3%A5ende+skole)
Adj,Adjunkt+(yrkesfag)
Adj,Adjutant
Adm,Administrasjonsdirekt%C3%B8r
Adm,Administrasjonsmedarbeider
Adm,Administrasjonsr%C3%A5dgivere
Adm,Administrasjonsr%C3%A5dmann
Adm,Administrasjonssekret%C3%A6r
Adm,Administrasjonssjef
Adm,Administrasjonssjef+(transport+og+kommunikasjon)
Adm,Administrativ+leder
Adm,Administrativ+mellomleder+(Universitets-+og+h%C3%B8yskolesektoren)
Adm,Administrative+og+merkantile+ledere
Adm,Administrerende+direkt%C3%B8r
Adm,Administrerende+direkt%C3%B8r+(offentlig+virksomhet)
Adm,Administrerende+direkt%C3%B8rer
Adm,Administrerende+direkt%C3%B8rer
Adm,Administrerende+overlege
Adm,Admiral
Adv,Advokat
Adv,Advokatfullmektig
Adv,Advokatsekret%C3%A6r
Adv,Advokatsekret%C3%A6rer
Aer,Aerobicleder
Age,Agent+(megler)
Age,Agent+(selger)
Age,Agenter+og+meglere
Agr,Agronom
Agr,Agronomassistent+(fylke)
Agr,Agrotekniker
Agr,Agroteknikere
Air,Airpurser
Air,Airsteward
Akk,Akkvisisjonssjef
Akr,Akrobat
Aks,Aksjemegler
Akt,Aktivitetskoordinator+(kontor)
Akt,Aktivitetsleder+(barne-+og+ungdomsarbeid)
Akt,Aktivitetsleder+(hotell+butikksenter)
Akt,Aktivitetsleder+(omsorgsarbeid)
Akt,Aktivit%C3%B8r
Akt,Aktmodell
Akt,Aktuar
Aku,Akupunkt%C3%B8r
Akv,Akvakulturarbeider
Ala,Alarmmont%C3%B8r
Ala,Alarmoperat%C3%B8r
Ala,Alarmsentralleder
Ald,Aldershjemsbestyrer
All,Allmenningbestyrer
All,Allmennl%C3%A6rer+(grunnskolen)
All,Allmennpraktiserende+lege
All,Allmennpraktiserende+leger
Alt,Altmuligmann
Alt,Altmuligmann+(bygg+og+anlegg)
Alt,Altmuligmann+(hotell+restaurant)
Alt,Altmuligmann+(industri)
Alt,Altmuligmann+(privathjem)
Ama,Amanuensis
Amb,Ambassader%C3%A5d
Amb,Ambassadesekret%C3%A6r
Amb,Ambassad%C3%B8r
Amb,Ambulansearbeider
Amb,Ambulanseb%C3%A5tf%C3%B8rer
Amb,Ambulansepersonell
Amb,Ambulansepersonell
Amb,Ambulansesjef
Amb,Ambulansesj%C3%A5f%C3%B8r
Amb,Ambulerende+vaktmester
Ana,Analytiker+(forsikring)
And,Andre+IKT-l%C3%A6rere
And,Andre+administrative+ledere
And,Andre+bygningsarbeidere
And,Andre+daglige+ledere+i+tjenesteytende+virksomheter
And,Andre+dyreoppdrettere+og+-r%C3%B8ktere
And,Andre+helseyrker
And,Andre+helseyrker
And,Andre+hjelpearbeidere
And,Andre+hjelpearbeidere
And,Andre+hjelpearbeidere+i+industri
And,Andre+h%C3%A5ndverkere
And,Andre+h%C3%A5ndverkspregede+yrker
And,Andre+ingeni%C3%B8rer
And,Andre+juridiske+yrker
And,Andre+kunsth%C3%A5ndverkere
And,Andre+ledere+av+produksjon+og+tjenesteyting
And,Andre+l%C3%A6rere
And,Andre+l%C3%A6rere
And,Andre+l%C3%A6rere+i+estetiske+fag
And,Andre+medisinske+yrker
And,Andre+mont%C3%B8rer
And,Andre+musikkl%C3%A6rere
And,Andre+operat%C3%B8rer+innen+produksjon+av+tekstiler+pels+skinn+og+l%C3%A6r
And,Andre+opplysningsmedarbeidere
And,Andre+personlige+tjenesteytere
And,Andre+pleiemedarbeidere
And,Andre+programvare-+og+applikasjonsutviklere
And,Andre+prosesskontrolloperat%C3%B8rer
And,Andre+rengj%C3%B8rere
And,Andre+salgsmedarbeidere
And,Andre+salgsyrker
And,Andre+scenekunstnere
And,Andre+sikkerhetsarbeidere
And,Andre+sivilingeni%C3%B8rer(+unntatt+elektroteknologi)
And,Andre+spr%C3%A5kl%C3%A6rere
And,Andre+ut%C3%B8vende+kunstneriske+yrker
And,Andre+yrker+innen+estetiske+fag
And,Andre+yrker+innen+forretningstjenester
And,Andre+yrker+innen+offentlig+forvaltning
And,Andre+yrker+innen+personlig+tjenesteyting
And,Andremaskinist+(skip)
And,Andrestyrmann
Ane,Anestesilege
Ane,Anestesisykepleier
Ani,Animasjonsprogrammerer
Ani,Animat%C3%B8r
Anl,Anleggsarbeider
Anl,Anleggsgartner
Anl,Anleggsleder
Anl,Anleggsmaskin-+og+industrimekanikere
Anl,Anleggsmaskinf%C3%B8rer
Anl,Anleggsmaskinf%C3%B8rer+(l%C3%A6rling)
Anl,Anleggsmaskinf%C3%B8rere
Anl,Anleggsmaskinmekaniker
Anl,Anleggsmaskinreparat%C3%B8r
Anl,Anleggsoperat%C3%B8r+(olje)
Ann,Annen+administrativ+leder
Ann,Annen+bygningsarbeider
Ann,Annen+daglig+leder+i+tjenesteytende+virksomheter
Ann,Annen+dyreoppdretter+og+-r%C3%B8kter
Ann,Annen+hjelpearbeider
Ann,Annen+leder+av+produksjon+og+tjenesteyting
Ann,Annen+l%C3%A6rer
Ann,Annen+mont%C3%B8r
Ann,Annen+opplysningsmedarbeider
Ann,Annen+personlig+tjenesteytelse
Ann,Annen+pleiemedarbeider
Ann,Annen+prosesskontrolloperat%C3%B8r
Ann,Annen+rengj%C3%B8rer
Ann,Annen+salgsmedarbeider
Ann,Annen+sikkerhetsarbeider
Ann,Annenflyger
Ann,Annenmaskinist
Ann,Annet+helseyrke
Ann,Annonseakkvisit%C3%B8r+(strategi+og+r%C3%A5dgivning)
Ann,Annonseakkvisit%C3%B8r+(telefonsalg)
Ann,Annonsebehandler
Ann,Annonsekonsulent+(bedriftsmarked)
Ann,Annonsesjef
Anr,Anretningsassistent
Ant,Antennetekniker
Ant,Antikvar
Apo,Apoteker
Apo,Apotekmedarbeider
Apo,Apotektekniker
App,Apparatleder+(skjermbildefoto)
App,Applikasjonsprogrammerer
App,Applikasjonsprogrammerere
App,Appreturarbeider+(tekstil)
Arb,Arbeids-+og+velferdsdirekt%C3%B8r
Arb,Arbeidsdirekt%C3%B8r
Arb,Arbeidsformidler+(privat+formidling)
Arb,Arbeidsformidlere
Arb,Arbeidsforskningsingeni%C3%B8r
Arb,Arbeidsleder+(attf%C3%B8ringsbedrift)
Arb,Arbeidsleder+(bryggeri)
Arb,Arbeidsleder+(bygg)
Arb,Arbeidsleder+(b%C3%A5tsmann)
Arb,Arbeidsleder+(energiverk)
Arb,Arbeidsleder+(fiskeforproduksjon)
Arb,Arbeidsleder+(gruve)
Arb,Arbeidsleder+(industri)
Arb,Arbeidsleder+(jordbruk+-+egg+og+fj%C3%A6rfe)
Arb,Arbeidsleder+(jordbruk+-+husdyr)
Arb,Arbeidsleder+(jordbruk+-+kombinasjonsbruk)
Arb,Arbeidsleder+(jordbruk+-+korn)
Arb,Arbeidsleder+(keramisk+dekor)
Arb,Arbeidsleder+(keramisk+forming)
Arb,Arbeidsleder+(kj%C3%B8kken)
Arb,Arbeidsleder+(kj%C3%B8ttindustri)
Arb,Arbeidsleder+(m%C3%B8belindustri+trebearbeiding)
Arb,Arbeidsleder+(olje-+og+gassutvinning)
Arb,Arbeidsleder+(psykisk+helsearbeid)
Arb,Arbeidsleder+(renhold)
Arb,Arbeidsleder+(skogbruk)
Arb,Arbeidsleder+(tekniske+hjelpemidler)
Arb,Arbeidsleder+(transformatorproduksjon)
Arb,Arbeidsleder+(transport)
Arb,Arbeidsleder+(trevare)
Arb,Arbeidsleder+(vei-+og+anleggsarbeid)
Arb,Arbeidsleder+(vekstbedrift)
Arb,Arbeidsleder+(vernet+bedrift)
Arb,Arbeidsleder+bergfag+oljevirksomhet
Arb,Arbeidsleder+bygg+og+anlegg
Arb,Arbeidsleder+industri
Arb,Arbeidsledere+for+kontorpersonell
Arb,Arbeidsledere+innen+bergfag+industri+bygg+og+anlegg
Arb,Arbeidsmedisiner
Arb,Arbeidsmilj%C3%B8sjef
Arb,Arbeidspsykolog
Arb,Arbeidssjef+(bygg+og+anlegg)
Arb,Arbeidsstudieingeni%C3%B8r+(bergverk+og+metallurgi)
Arb,Arbeidsstudieingeni%C3%B8r+(elektronikk+og+telekommunikasjon)
Arb,Arbeidsstudieingeni%C3%B8r+(elkraftteknikk)
Arb,Arbeidsstudieingeni%C3%B8r+(kjemi)
Arb,Arbeidsstudieingeni%C3%B8r+(maskin)
Arb,Arbeidsstudieingeni%C3%B8r+(%C3%B8vrig+teknisk+virksomhet)
Arb,Arbeidsstudieingeni%C3%B8r+sivil+(bygg+og+anlegg)
Arb,Arbeidsstudietekniker+(bygg+og+anlegg)
Arb,Arbeidsstudietekniker+(elektronikk+og+telekommunikasjon)
Arb,Arbeidsstudietekniker+(elkraftteknikk)
Arb,Arbeidsstudietekniker+(kjemi)
Arb,Arbeidsstudietekniker+(maskin)
Arb,Arbeidsstudietekniker+(metallurgi)
Arb,Arbeidsstudietekniker+(%C3%B8vrig+teknisk+virksomhet)
Arb,Arbeidsterapeut+(barne-+og+ungdomsarbeid)
Arb,Arbeidsterapeut+(omsorgsarbeid)
Arb,Arbeidstilrettelegger+(attf%C3%B8ringsbedrift)
Arb,Arbeidstilrettelegger+(vernet+bedrift)
Arb,Arbeidstilsynskontroll%C3%B8r
Arb,Arbeidstilsynsr%C3%A5dgiver
Arb,Arbeidstreningstilrettelegger
Are,Area+Manager
Are,Arealplanlegger
Are,Arealplanleggere
Ark,Arkeolog
Ark,Arkitekt
Ark,Arkitekter+designere+mv.
Ark,Arkivar
Ark,Arkivarer+og+kuratorer
Ark,Arkivassistent
Ark,Arkivassistenter
Ark,Arkivleder
Ark,Arkivmedarbeider
Ark,Arkivsjef
Aro,Aromaterapeut
Arr,Arrangementssjef+(kulturarrangement)
Arr,Arrestforvarer
Art,Art+director+(reklame)
Asf,Asfaltlegger
Asf,Asfaltmaskinkj%C3%B8rer
Asf,Asfaltverkarbeider
Asf,Asfaltverksf%C3%B8rer
Asf,Asfalt%C3%B8r
Asp,Aspirant+(balettdanser)
Asp,Aspirant+(brannvesen)
Asp,Aspirant+(utenrikstjenesten)
Ass,Assistent+(PU)
Ass,Assistent+(alternativ+behandling)
Ass,Assistent+(barnepark)
Ass,Assistent+(hjemmehjelp)
Ass,Assistentfotograf+(film/fjernsyn)
Ass,Assistentimam
Ass,Assistentlege
Ass,Assisterende+administrerende+direkt%C3%B8r+(offentlig+virksomhet)
Ass,Assisterende+avdelingssjef+(helsetjenester)
Ass,Assisterende+avdelingssjef+(offentlig+administrasjon)
Ass,Assisterende+avdelingssjef+(sosialtjenester)
Ass,Assisterende+avdelingssykepleier
Ass,Assisterende+ballettsjef
Ass,Assisterende+banksjef
Ass,Assisterende+bestyrer+(omsorgsarbeid)
Ass,Assisterende+borer
Ass,Assisterende+butikksjef
Ass,Assisterende+byfogd
Ass,Assisterende+direkt%C3%B8r
Ass,Assisterende+enhetsleder+(helsetjenester)
Ass,Assisterende+enhetsleder+(sosialtjenester)
Ass,Assisterende+etatsjef+(eldreomsorg)
Ass,Assisterende+etatsjef+(helsetjenester)
Ass,Assisterende+etatsjef+(omsorgstjenester+for+barn)
Ass,Assisterende+etatsjef+(sosialomsorg)
Ass,Assisterende+etatsjef+(utdanning+og+undervisning)
Ass,Assisterende+fagsjef+(offentlig+administrasjon)
Ass,Assisterende+fiskeridirekt%C3%B8r
Ass,Assisterende+forvaltningssjef
Ass,Assisterende+fylkesarbeidssjef
Ass,Assisterende+fylkeshelsesjef
Ass,Assisterende+fylkeslege
Ass,Assisterende+fylkesmann
Ass,Assisterende+fylkesr%C3%A5dmann
Ass,Assisterende+fylkessykehussjef
Ass,Assisterende+fylkestannlege
Ass,Assisterende+helsedirekt%C3%B8r
Ass,Assisterende+kringkastingssjef
Ass,Assisterende+overjordmor
Ass,Assisterende+oversykepleier
Ass,Assisterende+regjeringsadvokat
Ass,Assisterende+riksadvokat
Ass,Assisterende+riksmeklingsmann
Ass,Assisterende+r%C3%A5dmann
Ass,Assisterende+sjefflygeleder
Ass,Assisterende+sjefspsykolog
Ass,Assisterende+sjefsykepleier
Ass,Assisterende+sj%C3%B8fartsdirekt%C3%B8r
Ass,Assisterende+styrer+(helsetjenester)
Ass,Assisterende+sykepleiesjef
Ass,Assisterende+sysselmann
Ass,Assisterende+t%C3%A5rnarbeider
Ass,Assisterende+t%C3%A5rnmann
Ass,Assisterende+vaktmester
Ass,Assurand%C3%B8r+(forsikring)
Ast,Astrofysiker
Ast,Astrolog
Ast,Astrologer+mv.
Ast,Astronom
Ato,Atomfysiker
Att,Attach%C3%A9
Att,Attf%C3%B8ringskoordinator
Att,Attf%C3%B8ringsleder
Au-,Au-pair
Aud,Audiograf
Aud,Audiografer+og+logopeder
Aud,Audiolog
Aud,Audiometriassistent
Aud,Audiopedagog
Auk,Auksjonarius
Aut,Autoklavoperat%C3%B8r+(steriliserer)
Aut,Autoklavpasser+(kjemisk+produksjon)
Aut,Autolinefisker
Aut,Automasjonsingeni%C3%B8r
Aut,Automatiker
Aut,Automatikere
Aut,Automatmekaniker
Aut,Autorisert+regnskapsf%C3%B8rer
Avd,Avdelingsarkitekt
Avd,Avdelingsbanksjef
Avd,Avdelingsbetjent
Avd,Avdelingsbibliotekar
Avd,Avdelingsbioingeni%C3%B8r
Avd,Avdelingsdirekt%C3%B8r+(akvakultur)
Avd,Avdelingsdirekt%C3%B8r+(avis)
Avd,Avdelingsdirekt%C3%B8r+(bergverksdrift)
Avd,Avdelingsdirekt%C3%B8r+(bygg+og+anlegg)
Avd,Avdelingsdirekt%C3%B8r+(eiendomsdrift)
Avd,Avdelingsdirekt%C3%B8r+(finansiell+tjenesteyting)
Avd,Avdelingsdirekt%C3%B8r+(forskningsinstitusjon)
Avd,Avdelingsdirekt%C3%B8r+(helsetjenester)
Avd,Avdelingsdirekt%C3%B8r+(hotell)
Avd,Avdelingsdirekt%C3%B8r+(industri)
Avd,Avdelingsdirekt%C3%B8r+(jordbruk+skogbruk)
Avd,Avdelingsdirekt%C3%B8r+(kraft-+og+vannforsyning)
Avd,Avdelingsdirekt%C3%B8r+(maritim)
Avd,Avdelingsdirekt%C3%B8r+(offentlig+administrasjon)
Avd,Avdelingsdirekt%C3%B8r+(olje-+og+gassutvinning)
Avd,Avdelingsdirekt%C3%B8r+(restaurant)
Avd,Avdelingsdirekt%C3%B8r+(sosialtjenester)
Avd,Avdelingsdirekt%C3%B8r+(transport+og+kommunikasjon)
Avd,Avdelingsdirekt%C3%B8r+(undervisning)
Avd,Avdelingsergoterapeut
Avd,Avdelingshjelp
Avd,Avdelingsingeni%C3%B8r+(avfallsdeponi)
Avd,Avdelingsingeni%C3%B8r+(bergverk+og+metallurgi)
Avd,Avdelingsingeni%C3%B8r+(bygg+og+anlegg)
Avd,Avdelingsingeni%C3%B8r+(data)
Avd,Avdelingsingeni%C3%B8r+(elkraftteknikk)
Avd,Avdelingsingeni%C3%B8r+(jordskifte)
Avd,Avdelingsingeni%C3%B8r+(kjemi)
Avd,Avdelingsingeni%C3%B8r+(kvalitet)
Avd,Avdelingsingeni%C3%B8r+(maskin)
Avd,Avdelingsingeni%C3%B8r+(matforskning)
Avd,Avdelingsingeni%C3%B8r+(milj%C3%B8rettet+helsevern)
Avd,Avdelingsingeni%C3%B8r+(oppm%C3%A5ling)
Avd,Avdelingsingeni%C3%B8r+(telekommunikasjon)
Avd,Avdelingsingeni%C3%B8r+sivil+(bygg+og+anlegg)
Avd,Avdelingsingeni%C3%B8r+sivil+(elektronikk)
Avd,Avdelingsingeni%C3%B8r+sivil+(elkraftteknikk)
Avd,Avdelingsingeni%C3%B8r+sivil+(geofag+og+petroleumsteknologi)
Avd,Avdelingsingeni%C3%B8r+sivil+(kart+og+oppm%C3%A5ling)
Avd,Avdelingsingeni%C3%B8r+sivil+(kjemi)
Avd,Avdelingsingeni%C3%B8r+sivil+(maskin-+og+marinteknikk)
Avd,Avdelingsingeni%C3%B8r+sivil+(metallurgi+og+offshoreteknologi)
Avd,Avdelingsjordmor
Avd,Avdelingslandskapsarkitekt
Avd,Avdelingsleder+(arbeidstreningsbedrift)
Avd,Avdelingsleder+(attf%C3%B8ringsbedrift)
Avd,Avdelingsleder+(avis)
Avd,Avdelingsleder+(bank)
Avd,Avdelingsleder+(barnehage)
Avd,Avdelingsleder+(bergverksdrift)
Avd,Avdelingsleder+(bibliotek)
Avd,Avdelingsleder+(bygg+og+anlegg)
Avd,Avdelingsleder+(databehandlingsvirksomhet)
Avd,Avdelingsleder+(distribusjon)
Avd,Avdelingsleder+(eiendomsdrift)
Avd,Avdelingsleder+(fiske)
Avd,Avdelingsleder+(fysioterapeut)
Avd,Avdelingsleder+(helsetjenester)
Avd,Avdelingsleder+(hjemmetjenesten)
Avd,Avdelingsleder+(hotell)
Avd,Avdelingsleder+(humanit%C3%A6re-+og+andre+interesseorganisasjoner)
Avd,Avdelingsleder+(industri)
Avd,Avdelingsleder+(jordbruk)
Avd,Avdelingsleder+(museum)
Avd,Avdelingsleder+(offentlig+administrasjon)
Avd,Avdelingsleder+(olje-+og+gassutvinning)
Avd,Avdelingsleder+(park+og+idrett)
Avd,Avdelingsleder+(petroleumsteknologi)
Avd,Avdelingsleder+(radio+og+fjernsyn)
Avd,Avdelingsleder+(reiseliv)
Avd,Avdelingsleder+(restaurant)
Avd,Avdelingsleder+(skogbruk)
Avd,Avdelingsleder+(sosialtjenester)
Avd,Avdelingsleder+(transport+og+kommunikasjon)
Avd,Avdelingsleder+(trevare)
Avd,Avdelingsleder+(undervisning)
Avd,Avdelingsoverlege
Avd,Avdelingspsykolog
Avd,Avdelingsradiograf
Avd,Avdelingssjef+(IT)
Avd,Avdelingssjef+(akvakultur)
Avd,Avdelingssjef+(avis)
Avd,Avdelingssjef+(bergverk)
Avd,Avdelingssjef+(bygg+og+anlegg)
Avd,Avdelingssjef+(finansiell+tjenesteyting)
Avd,Avdelingssjef+(forsikring)
Avd,Avdelingssjef+(helsetjenester)
Avd,Avdelingssjef+(hotell)
Avd,Avdelingssjef+(industri)
Avd,Avdelingssjef+(jordbruk+skogbruk)
Avd,Avdelingssjef+(kraft-+og+vannforsyning)
Avd,Avdelingssjef+(offentlig+administrasjon)
Avd,Avdelingssjef+(olje-+og+gassutvinning)
Avd,Avdelingssjef+(post)
Avd,Avdelingssjef+(restaurant)
Avd,Avdelingssjef+(sosialtjenester)
Avd,Avdelingssjef+(transport+og+kommunikasjon)
Avd,Avdelingssjef+(undervisning)
Avd,Avdelingssosionom
Avd,Avdelingsstr%C3%A5leterapeut
Avd,Avdelingssykepleier
Avd,Avdelingsvernepleier
Avd,Avdelingsveterin%C3%A6r
Avi,Avisbud
Avl,Avlaster
Avl,Avlaster+(bes%C3%B8kshjem+mv.)
Avl,Avlskonsulent
Avl,Avl%C3%B8ser
Avl,Avl%C3%B8ser+(h%C3%B8nseri)
Avl,Avl%C3%B8ser+(kombinasjonsbruk)
B&B,B&B-vert/-vertinne
Bad,Badeassistent
Bad,Badebetjent
Bad,Badereparat%C3%B8r
Bad,Badevakt
Bak,Baker
Bak,Bakere+konditorer+mv.
Bak,Bakeriarbeider
Bak,Bakteriolog
Bak,Bakteriologitekniker
Bal,Ballettdanser
Bal,Ballettpedagog
Bal,Ballettsjef
Ban,Bandasjearbeider
Ban,Banemester
Ban,Banemont%C3%B8r
Ban,Baneregionsjef
Ban,Baneservicesjef
Ban,Banesjef
Ban,Bankanalytiker+(h%C3%B8yskolekompetanse)
Ban,Bankanalytiker+(sivil%C3%B8konom)
Ban,Bankassistent
Ban,Bankdirekt%C3%B8r
Ban,Bankfullmektig
Ban,Bankfunksjon%C3%A6r
Ban,Bankkasserer
Ban,Bankkonsulent
Ban,Bankrevisor
Ban,Banksjef
Ban,Bank%C3%B8konom
Bar,Barista
Bar,Barmedarbeider
