STILLINGTYPEAHEAD,STILLING
Kul,Kulturhussjef
Kul,Kulturkonservator
Kul,Kulturkonsulent
Kul,Kulturredakt%C3%B8r
Kul,Kulturr%C3%A5dmann
Kul,Kultursjef
Kul,Kulturskolel%C3%A6rer
Kun,Kundeansvarlig+(bank)
Kun,Kundebehandler+(bank)
Kun,Kundebehandler+(forsikring)
Kun,Kundebehandler+(kundesenter)
Kun,Kundebehandler+(post)
Kun,Kundebehandler+(utleievirksomhet)
Kun,Kundebehandler+bank+og+postkontor
Kun,Kundebehandlere+l%C3%A5n+og+kreditt
Kun,Kundebehandlere+bank+og+postkontor
Kun,Kundebehandlere+penger+og+pengespill
Kun,Kundekonsulent+(bank)
Kun,Kundekonsulent+(data)
Kun,Kundekonsulent+(engros)
Kun,Kundekonsulent+(fakturaservice)
Kun,Kundekonsulent+(megling)
Kun,Kundekonsulent+(telekommunikasjon)
Kun,Kundemegler+(bank)
Kun,Kundemottaker+(bilverksted)
Kun,Kundesentermedarbeider
Kun,Kundesentermedarbeidere
Kun,Kundeservicemedarbeider
Kun,Kundeserviceyrker
Kun,Kundest%C3%B8tte+(IKT)
Kun,Kundesupportleder+(engros)
Kun,Kundeveileder+(butikk)
Kun,Kundeveileder+(tilvalg+bygg)
Kun,Kunsthistoriker
Kun,Kunsth%C3%A5ndverker+(stein)
Kun,Kunsth%C3%A5ndverkere+i+tre+mv.
Kun,Kunstmaler
Kun,Kunstsmed
Kun,Kunststopper
Kur,Kurator+(museum+galleri)
Kur,Kursarrang%C3%B8r
Kur,Kurskonsulent
Kur,Kursleder+(slanking)
Kur,Kursmedarbeider
Kur,Kursutvikler
Kur,Kursveileder
Kur,Kursvert
Kur,Kurvmaker
Kva,Kvalitetsanalytiker+(datamaskiner)
Kva,Kvalitetsbed%C3%B8mmer+(mat)
Kva,Kvalitetsdirekt%C3%B8r+(fiskeforproduksjon)
Kva,Kvalitetsingeni%C3%B8r
Kva,Kvalitetsinspekt%C3%B8r
Kva,Kvalitetskonsulent
Kva,Kvalitetskontroll%C3%B8r+(industriell+glassproduksjon)
Kva,Kvalitetskontroll%C3%B8r+(metallvareproduksjon)
Kva,Kvalitetsleder+(sivilingeni%C3%B8r)
Kva,Kvalitetsr%C3%A5dgiver+(sykehusadministrasjon)
Kva,Kvalitetssikringsassistent
Kva,Kvalitetssikringsinspekt%C3%B8r
Kva,Kvalitetssikringskoordinator
Kva,Kvalitetssikringsleder
Kva,Kvalitetssjef
Kva,Kvartermester
Kyb,Kybernetiker
Kyl,Kyllingplukker
Kys,Kystdirekt%C3%B8r
Lab,Laborant+(ikke-medisinsk+bioteknikk)
Lab,Laborant+(kjemi-+og+prosessindustri)
Lab,Laborant+(medisinsk+laboratorium)
Lab,Laborant+(oljeutvinning+og+bergverksdrift)
Lab,Laborantleder+(ikke-medisinsk+bioteknikk)
Lab,Laborantleder+(kjemi-+og+prosessindustri)
Lab,Laborantleder+(medisinsk+laboratorium)
Lab,Laborantleder+(oljeutvinning+og+bergverksdrift)
Lab,Laboratorieassistent+(medisinsk+laboratorium)
Lab,Laboratorieleder+(forskning)
Lab,Laboratorier%C3%A5dgiver
Lab,Laboratoriesjef
Lab,Laboratorietekniker
Lad,Lader
Laf,Lafter
Lag,Lagbas+(anlegg)
Lag,Lagdommer
Lag,Lager-+og+transportmedarbeidere
Lag,Lagerekspedit%C3%B8r
Lag,Lagerformann
Lag,Lagerforvalter
Lag,Lagerfullmektig
Lag,Lagerfunksjon%C3%A6r
Lag,Lagerkontorist
Lag,Lagerkontroll%C3%B8r
Lag,Lagerleder
Lag,Lagermedarbeider
Lag,Lagermedarbeidere+og+materialforvaltere
Lag,Lagersjef
Lag,Lagmann
Lak,Lakkerer
Lam,Laminatpresser+(plast)
Lan,Landansvarlig+direkt%C3%B8r+(varehandel)
Lan,Landbruksattach%C3%A9
Lan,Landbruksdirekt%C3%B8r
Lan,Landbruksmaskinmekaniker
Lan,Landbrukssjef
Lan,Landbruksveileder+(g%C3%A5rdsbruk)
Lan,Landbruksveileder+(teknisk+naturvitenskap+offentlig+administrasjon)
Lan,Landbruksvikar+(kombinasjonsbruk)
Lan,Landm%C3%A5ler+(jordskifte)
Lan,Landm%C3%A5lere+kartografer+mv.
Lan,Landpostbud
Lan,Landskapsarkitekt
Lan,Landskapsarkitekter
Lan,Landskapsingeni%C3%B8r
Lan,Landsstyremedlem+(partipolitiske+organisasjoner)
Las,Laserterapeut
Las,Laste-+og+lossearbeider
Las,Laste-+og+lossearbeidere
Las,Lastebil-+og+trailersj%C3%A5f%C3%B8r
Las,Lastebil-+og+trailersj%C3%A5f%C3%B8rer
Las,Lastebil-+buss-+og+trikkef%C3%B8rere
Lay,Layout+tegner
Lay,Layouter
Led,Ledende+aktivit%C3%B8r
Led,Ledende+apotektekniker
Led,Ledende+ergoterapeut
Led,Ledende+fysioterapeut
Led,Ledende+helses%C3%B8ster
Led,Ledende+hjelpepleier
Led,Ledende+legesekret%C3%A6r
Led,Ledende+ortopediingeni%C3%B8r
Led,Ledende+ortopeditekniker
Led,Ledende+renholder+(bedrifter)
Led,Ledende+renholder+(privathjem)
Led,Ledende+spesialsykepleier
Led,Ledende+sykepleier
Led,Ledende+tannpleier
Led,Leder+(PP-r%C3%A5dgivningstjeneste)
Led,Leder+(arb.giv.-/arb.tak.-+og+%C3%B8k.inter.org.)
Led,Leder+(bergverk)
Led,Leder+(bistandsarbeid)
Led,Leder+(borettslag/boligsameie)
Led,Leder+(bygg+og+anlegg)
Led,Leder+(campingplass)
Led,Leder+(elektrisitet/kraftverk)
Led,Leder+(finansiell+tjenesteyting+eiendomsdrift+o.l.)
Led,Leder+(fiske)
Led,Leder+(fiskeoppdrettsanlegg)
Led,Leder+(fris%C3%B8rsalong)
Led,Leder+(helse-+og+sosialtjenester)
Led,Leder+(hotell+og+overnatting)
Led,Leder+(humanit%C3%A6re-+og+andre+interesseorganisasjoner)
Led,Leder+(industri+produksjon+og+teknisk+virksomhet)
Led,Leder+(jordbruk)
Led,Leder+(kulturetablissementer)
Led,Leder+(milj%C3%B8-+og+naturvernorganisasjoner)
Led,Leder+(n%C3%A6ringsmiddelarbeid)
Led,Leder+(offentlig+administrasjon)
Led,Leder+(oljevirksomhet)
Led,Leder+(opplevelsessenter)
Led,Leder+(partipolitiske+organisasjoner)
Led,Leder+(privat+virksomhet)
Led,Leder+(rengj%C3%B8ringsbyr%C3%A5)
Led,Leder+(renovasjonsbyr%C3%A5)
Led,Leder+(renseri)
Led,Leder+(restaurant+og+servering)
Led,Leder+(skj%C3%B8nnhetssalong)
Led,Leder+(skogbruk)
Led,Leder+(transport+og+kommunikasjon)
Led,Leder+(undervisning)
Led,Leder+(varehandel)
Led,Leder+(vaskeri)
Led,Leder+IT+brukerst%C3%B8tte
Led,Leder+for+supervisors+(oljevirksomhet)
Led,Leder/Medlem+(forstanderskap/representantskap+i+bank)
Led,Ledere+av+IKT-enheter
Led,Ledere+av+IKT-enheter
Led,Ledere+av+administrative+enheter
Led,Ledere+av+bygge-+og+anleggsvirksomhet
Led,Ledere+av+eldreomsorg
Led,Ledere+av+enheter+for+vareproduksjon+og+tjenesteyting
Led,Ledere+av+forsikring+og+finansvirksomhet
Led,Ledere+av+helsetjenester
Led,Ledere+av+industriproduksjon+mv.
Led,Ledere+av+logistikk+og+transport+mv.
Led,Ledere+av+olje-+og+gassutvinning+mv
Led,Ledere+av+omsorgstjenester+for+barn
Led,Ledere+av+produksjon+utvinning+bygg+og+anlegg+transport
Led,Ledere+av+salgs-+PR-+og+forskningsenheter
Led,Ledere+av+sosialomsorg
Led,Ledere+av+utdanning+og+undervisning
Led,Ledere+av+utdanning+helse-+og+sosialtjenester
Led,Ledere+i+gartnerier+akvakultur+mv.
Led,Ledere+i+hotell+og+restaurant
Led,Ledere+i+hotell+restaurant+og+varehandel+mv.
Led,Ledere+innen+akvakultur+mv.
Led,Ledere+innen+skogbruk+gartnerier+mv.
Led,Ledsager
Leg,Legasjonsr%C3%A5d
Leg,Lege+(psykisk+helsearbeid)
Leg,Lege+i+spesialisering+(LIS)
Leg,Legemiddelinspekt%C3%B8r
Leg,Legemiddelkonsulent
Leg,Leger
Leg,Legesekret%C3%A6r
Leg,Legespesialist
Leg,Legespesialister
Leg,Legevaktsjef
Leg,Legpredikant
Lei,Leigeskj%C3%A6rer+(trelast)
Lei,Leirskolel%C3%A6rer
Lek,Lekeleder
Lek,Lekotekleder
Lek,Lekterf%C3%B8rer
Lek,Lektor+(fagskole)
Lek,Lektor+(grunnskole)
Lek,Lektor+(universitet+og+h%C3%B8yskole)
Lek,Lektor+(videreg%C3%A5ende+skole)
Lek,Lektorer+mv+i+videreg%C3%A5ende+skole
Lek,Lektorer+mv.+i+videreg%C3%A5ende+skole
Len,Lensmann
Len,Lensmannsbetjent
Let,Lettmatros
Lev,Leverand%C3%B8rutviklingsr%C3%A5dgiver+(olje+og+gass)
Lev,Leveransekoordinator+(administrative+oppgaver)
Lev,Leveringsansvarlig+(olje+og+gass)
Lig,Ligningskonsulent
Lig,Ligningsrevisor
Lig,Ligningssekret%C3%A6r
Lig,Ligningssjef
Lik,Likestillingsombud
Lim,Limarbeider+(spon-+og+fiberplateproduksjon)
Lim,Limkoker+(papir/papp)
Lim,Limnolog
Lin,Lineegner
Lin,Lingvist
Lin,Linjebefrakter+(spedisjon)
Lin,Linjeprodusent+(film)
Lin,Linjeteknisk+sjef+(kommunikasjon)
Lin,Linsesliper
Lis,Lisenskontroll%C3%B8r
Lit,Litteraturkonsulent
Lit,Litteraturviter
Liv,Livredder
Loc,Location+manager+(filmproduksjon)
Loc,Location+scout+(filmproduksjon)
Loc,Locationassistent+(filmproduksjon)
Lod,Loddselger
Log,Logistiker
Log,Logistikk+controller
Log,Logistikkandidat
Log,Logistikkansvarlig
Log,Logistikkdirekt%C3%B8r
Log,Logistikkleder
Log,Logistikkmedarbeider
Log,Logistikkmedarbeidere
Log,Logistikkonsulent
Log,Logistikkoordinator
Log,Logistikkplanlegger
Log,Logistikksjef
Log,Logistikk%C3%B8konom
Log,Logoped
Lok,Lokmotivf%C3%B8rerassistent
Lok,Lokomotiv-+og+T-banef%C3%B8rere
Lok,Lokomotiv-+og+T-banef%C3%B8rere+mv
Lok,Lokomotivf%C3%B8rer
Lok,Lokomotivkontroll%C3%B8r
Lok,Lokomotivleder
Lok,Lokomotivmester
Los,Los
Los,Losb%C3%A5tformann
Los,Losb%C3%A5tf%C3%B8rer
Los,Losb%C3%A5tsmann
Los,Losformann
Los,Losformidler
Los,Losinspekt%C3%B8r
Los,Losoldermann
Lov,Lovr%C3%A5dgiver
Luf,Luftfartsdirekt%C3%B8r
Luf,Lufthavnbetjent
Luf,Lufthavnsjef
Luf,Luftsikkerhetstekniker
Luf,Lufttrafikkleder
Luf,Lufttrafikksjef
Lun,Lunsjvert/-vertinne
Lyd,Lyddesigner
Lyd,Lydingeni%C3%B8r
Lyd,Lydmester
Lyd,Lydtekniker
Lys,Lysdesigner
Lys,Lyskonsulent
Lys,Lysmester
Lys,Lysrigger
Lys,Lyssetter
Lys,Lystekniker
L%C3%A5s,L%C3%A5sesmed
L%C3%A6r,L%C3%A6rarbeider
L%C3%A6r,L%C3%A6rer+(IKT-kurs)
L%C3%A6r,L%C3%A6rer+(folkeh%C3%B8yskole)
L%C3%A6r,L%C3%A6rer+(spr%C3%A5kkurs)
L%C3%A6r,L%C3%A6rer+(universitet+og+h%C3%B8yskole)
L%C3%A6r,L%C3%A6rer+(videreg%C3%A5ende+skole)
L%C3%A6r,L%C3%A6rerspesialist+(grunnskole)
L%C3%A6r,L%C3%A6rerspesialist+(videreg%C3%A5ende+skole)
L%C3%A6r,L%C3%A6rling+(CNC-maskinering)
L%C3%A6r,L%C3%A6rling+(IKT)
L%C3%A6r,L%C3%A6rling+(NDT-kontroll%C3%B8r+magnetpulver/penetrant)
L%C3%A6r,L%C3%A6rling+(NDT-kontroll%C3%B8r+radiografi)
L%C3%A6r,L%C3%A6rling+(NDT-kontroll%C3%B8r+ultralyd)
L%C3%A6r,L%C3%A6rling+(aktivit%C3%B8r)
L%C3%A6r,L%C3%A6rling+(aktivit%C3%B8rfag)
L%C3%A6r,L%C3%A6rling+(akvakultur)
L%C3%A6r,L%C3%A6rling+(aluminiumskonstruksjonsarbeider)
L%C3%A6r,L%C3%A6rling+(ambulansefag)
L%C3%A6r,L%C3%A6rling+(ambulansesj%C3%A5f%C3%B8r)
L%C3%A6r,L%C3%A6rling+(anleggsgartner)
L%C3%A6r,L%C3%A6rling+(anleggsmaskinmekanikk)
L%C3%A6r,L%C3%A6rling+(annen+kjemisk-teknisk+industri)
L%C3%A6r,L%C3%A6rling+(asfaltarbeider)
L%C3%A6r,L%C3%A6rling+(automasjonsmekaniker)
L%C3%A6r,L%C3%A6rling+(automatiker)
L%C3%A6r,L%C3%A6rling+(automatikkmekaniker)
L%C3%A6r,L%C3%A6rling+(baker)
L%C3%A6r,L%C3%A6rling+(bakverk+korn-+og+sjokoladeprodukter)
L%C3%A6r,L%C3%A6rling+(barne-+og+ungdomsarbeider)
L%C3%A6r,L%C3%A6rling+(bergfagarbeid)
L%C3%A6r,L%C3%A6rling+(betongarbeider)
L%C3%A6r,L%C3%A6rling+(betongproduksjon)
L%C3%A6r,L%C3%A6rling+(billakkerer)
L%C3%A6r,L%C3%A6rling+(bilmekaniker+lette+kj%C3%B8ret%C3%B8y)
L%C3%A6r,L%C3%A6rling+(bilmekaniker+tunge+kj%C3%B8ret%C3%B8y)
L%C3%A6r,L%C3%A6rling+(bilmekaniker)
L%C3%A6r,L%C3%A6rling+(biloppretting)
L%C3%A6r,L%C3%A6rling+(bilskadereparat%C3%B8r)
L%C3%A6r,L%C3%A6rling+(blomsterdekorat%C3%B8r)
L%C3%A6r,L%C3%A6rling+(blyglassmester)
L%C3%A6r,L%C3%A6rling+(bokbinding)
L%C3%A6r,L%C3%A6rling+(bryggeri)
L%C3%A6r,L%C3%A6rling+(br%C3%B8nnoperat%C3%B8r+hydrauliske+r%C3%B8r)
L%C3%A6r,L%C3%A6rling+(br%C3%B8nnoperat%C3%B8r+kabeloperasjoner)
L%C3%A6r,L%C3%A6rling+(br%C3%B8nnoperat%C3%B8r+komplettering)
L%C3%A6r,L%C3%A6rling+(br%C3%B8nnoperat%C3%B8r+sementering)
L%C3%A6r,L%C3%A6rling+(bunadtilvirker)
L%C3%A6r,L%C3%A6rling+(buntmaker)
L%C3%A6r,L%C3%A6rling+(butikkfaget)
L%C3%A6r,L%C3%A6rling+(butikkslakter)
L%C3%A6r,L%C3%A6rling+(byggdrifterfaget)
L%C3%A6r,L%C3%A6rling+(byggtapetserer)
L%C3%A6r,L%C3%A6rling+(b%C3%B8kker)
L%C3%A6r,L%C3%A6rling+(b%C3%B8rsemaker)
L%C3%A6r,L%C3%A6rling+(cellulose)
L%C3%A6r,L%C3%A6rling+(data)
L%C3%A6r,L%C3%A6rling+(dimensjonskontroll%C3%B8r)
L%C3%A6r,L%C3%A6rling+(driftsoperat%C3%B8r+idrettsanlegg)
L%C3%A6r,L%C3%A6rling+(duodjar)
L%C3%A6r,L%C3%A6rling+(dykker)
L%C3%A6r,L%C3%A6rling+(elektriker)
L%C3%A6r,L%C3%A6rling+(elektromotor-+og+transformatorreparat%C3%B8r)
L%C3%A6r,L%C3%A6rling+(elektroreparat%C3%B8r)
L%C3%A6r,L%C3%A6rling+(energimont%C3%B8r)
L%C3%A6r,L%C3%A6rling+(energiverk)
L%C3%A6r,L%C3%A6rling+(fagekspedit%C3%B8r+byggevarer)
L%C3%A6r,L%C3%A6rling+(fagoperat%C3%B8r+industriell+trehusproduksjon)
L%C3%A6r,L%C3%A6rling+(fagoperat%C3%B8r+kjemisk+teknisk+industri)
L%C3%A6r,L%C3%A6rling+(farging+vasking+rensing+mv.+av+tekstil+o.l.)
L%C3%A6r,L%C3%A6rling+(feier)
L%C3%A6r,L%C3%A6rling+(filigransarbeider)
L%C3%A6r,L%C3%A6rling+(finmekanikk)
L%C3%A6r,L%C3%A6rling+(fiskehandler)
L%C3%A6r,L%C3%A6rling+(fiskeindustri)
L%C3%A6r,L%C3%A6rling+(fisker)
L%C3%A6r,L%C3%A6rling+(fiskeredskap)
L%C3%A6r,L%C3%A6rling+(flyinteri%C3%B8r-/utstyrsmekaniker)
L%C3%A6r,L%C3%A6rling+(flykomponentmekaniker)
L%C3%A6r,L%C3%A6rling+(flymotormekaniker)
L%C3%A6r,L%C3%A6rling+(flystrukturmekaniker)
L%C3%A6r,L%C3%A6rling+(flysystemmekaniker)
L%C3%A6r,L%C3%A6rling+(flytekniske+fag)
L%C3%A6r,L%C3%A6rling+(flyvert/-vertinne)
L%C3%A6r,L%C3%A6rling+(forbrenningsanlegg)
L%C3%A6r,L%C3%A6rling+(forgyller)
L%C3%A6r,L%C3%A6rling+(forskalingssnekker)
L%C3%A6r,L%C3%A6rling+(fotograf)
L%C3%A6r,L%C3%A6rling+(fris%C3%B8r)
L%C3%A6r,L%C3%A6rling+(frukt+gr%C3%B8nnsaker+og+n%C3%B8tter)
L%C3%A6r,L%C3%A6rling+(galvanis%C3%B8r)
L%C3%A6r,L%C3%A6rling+(garver)
L%C3%A6r,L%C3%A6rling+(gipsmaker)
L%C3%A6r,L%C3%A6rling+(gjenvinningsarbeider)
L%C3%A6r,L%C3%A6rling+(gj%C3%B8rtler)
L%C3%A6r,L%C3%A6rling+(glassfagarbeider)
L%C3%A6r,L%C3%A6rling+(glassh%C3%A5ndverk)
L%C3%A6r,L%C3%A6rling+(glassliper)
L%C3%A6r,L%C3%A6rling+(glassmester)
L%C3%A6r,L%C3%A6rling+(grad%C3%B8r)
L%C3%A6r,L%C3%A6rling+(grafiker)
L%C3%A6r,L%C3%A6rling+(grafisk+trykker)
L%C3%A6r,L%C3%A6rling+(grav%C3%B8r)
L%C3%A6r,L%C3%A6rling+(gullsmed)
L%C3%A6r,L%C3%A6rling+(gulvlegger)
L%C3%A6r,L%C3%A6rling+(gummiprodukter)
L%C3%A6r,L%C3%A6rling+(helsearbeiderfaget)
L%C3%A6r,L%C3%A6rling+(herre-/damefris%C3%B8r)
L%C3%A6r,L%C3%A6rling+(hestefaget)
L%C3%A6r,L%C3%A6rling+(hjulutruster)
L%C3%A6r,L%C3%A6rling+(hotellfag)
L%C3%A6r,L%C3%A6rling+(hovslager)
L%C3%A6r,L%C3%A6rling+(hud/skinn)
L%C3%A6r,L%C3%A6rling+(h%C3%A5ndvever)
L%C3%A6r,L%C3%A6rling+(industriell+glassproduksjon)
L%C3%A6r,L%C3%A6rling+(industrimekanikk)
L%C3%A6r,L%C3%A6rling+(industrir%C3%B8rlegger)
L%C3%A6r,L%C3%A6rling+(industrisying)
L%C3%A6r,L%C3%A6rling+(industritapetserer)
L%C3%A6r,L%C3%A6rling+(institusjonskokk)
L%C3%A6r,L%C3%A6rling+(instrumentmaker-+og+reparat%C3%B8r)
L%C3%A6r,L%C3%A6rling+(isolat%C3%B8r)
L%C3%A6r,L%C3%A6rling+(it)
L%C3%A6r,L%C3%A6rling+(jernbinder)
L%C3%A6r,L%C3%A6rling+(kabelbygger)
L%C3%A6r,L%C3%A6rling+(karosseri)
L%C3%A6r,L%C3%A6rling+(kartonasje)
L%C3%A6r,L%C3%A6rling+(keramikk)
L%C3%A6r,L%C3%A6rling+(keramisk+forming)
L%C3%A6r,L%C3%A6rling+(kjemisk+prosessindustri)
L%C3%A6r,L%C3%A6rling+(kjole-+og+draktsyer)
L%C3%A6r,L%C3%A6rling+(kj%C3%B8ttindustri)
L%C3%A6r,L%C3%A6rling+(kj%C3%B8ttskj%C3%A6rer)
L%C3%A6r,L%C3%A6rling+(kobber-+og+blikkenslager)
L%C3%A6r,L%C3%A6rling+(kokk)
L%C3%A6r,L%C3%A6rling+(komponentavioniker)
L%C3%A6r,L%C3%A6rling+(konditor)
L%C3%A6r,L%C3%A6rling+(korn-+og+krydderm%C3%B8lle)
L%C3%A6r,L%C3%A6rling+(kostymesyer)
L%C3%A6r,L%C3%A6rling+(kurvmaker)
L%C3%A6r,L%C3%A6rling+(laborant)+(kjemi-+og+prosessindustri)
L%C3%A6r,L%C3%A6rling+(laborant)+(medisinsk+laboratorium)
L%C3%A6r,L%C3%A6rling+(laborant)+(oljeutvinning+og+bergverksdrift)
L%C3%A6r,L%C3%A6rling+(laborant)(ikke-medisinsk+bioteknikk)
L%C3%A6r,L%C3%A6rling+(landbruksmekaniker)
L%C3%A6r,L%C3%A6rling+(l%C3%A5sesmed)
L%C3%A6r,L%C3%A6rling+(maler)
L%C3%A6r,L%C3%A6rling+(maling-+og+lakkproduksjon)
L%C3%A6r,L%C3%A6rling+(maskin-+og+industrimaler)
L%C3%A6r,L%C3%A6rling+(maskinarbeider)
L%C3%A6r,L%C3%A6rling+(mask%C3%B8r-+og+parykkmaker)
L%C3%A6r,L%C3%A6rling+(materialadministrator)
L%C3%A6r,L%C3%A6rling+(meieriprodukter)
L%C3%A6r,L%C3%A6rling+(mekanisk+prosessindustri)
L%C3%A6r,L%C3%A6rling+(metallforming)
L%C3%A6r,L%C3%A6rling+(metallurgisk+prosessfag)
L%C3%A6r,L%C3%A6rling+(metallvareproduksjon)
L%C3%A6r,L%C3%A6rling+(metallverk)
L%C3%A6r,L%C3%A6rling+(modellsnekker)
L%C3%A6r,L%C3%A6rling+(modist)
L%C3%A6r,L%C3%A6rling+(motormekanikk)
L%C3%A6r,L%C3%A6rling+(motorsykkelreparat%C3%B8r)
L%C3%A6r,L%C3%A6rling+(murer)
L%C3%A6r,L%C3%A6rling+(musikkinstrumentmaker)
L%C3%A6r,L%C3%A6rling+(m%C3%B8belindustri+trebearbeiding)
L%C3%A6r,L%C3%A6rling+(m%C3%B8belsnekker)
L%C3%A6r,L%C3%A6rling+(m%C3%B8beltapetserer)
L%C3%A6r,L%C3%A6rling+(nautisk+instrumentmaker)
L%C3%A6r,L%C3%A6rling+(omsorgsarbeider)
L%C3%A6r,L%C3%A6rling+(oppredning)
L%C3%A6r,L%C3%A6rling+(optik)
L%C3%A6r,L%C3%A6rling+(optroniker)
L%C3%A6r,L%C3%A6rling+(orgelbygger)
L%C3%A6r,L%C3%A6rling+(ortopedisk+fott%C3%B8ymaker)
L%C3%A6r,L%C3%A6rling+(overflatebehandling+og+lakkering)
L%C3%A6r,L%C3%A6rling+(papirproduksjon)
L%C3%A6r,L%C3%A6rling+(parykkmaker)
L%C3%A6r,L%C3%A6rling+(plastfag)
L%C3%A6r,L%C3%A6rling+(platearbeider)
L%C3%A6r,L%C3%A6rling+(port%C3%B8r)
L%C3%A6r,L%C3%A6rling+(pottemaker)
L%C3%A6r,L%C3%A6rling+(presst%C3%B8per)
L%C3%A6r,L%C3%A6rling+(produksjon+av+elektronisk+utstyr)
L%C3%A6r,L%C3%A6rling+(produksjon+av+hygieniske+og+farmas%C3%B8ytiske+produkter)
L%C3%A6r,L%C3%A6rling+(produksjon+av+transportmidler)
L%C3%A6r,L%C3%A6rling+(protese-+og+ortosemaker)
L%C3%A6r,L%C3%A6rling+(p%C3%B8lsemaker)
L%C3%A6r,L%C3%A6rling+(reindrift)
L%C3%A6r,L%C3%A6rling+(reisefagl%C3%A6rt)
L%C3%A6r,L%C3%A6rling+(reservedelsekspedit%C3%B8r)
L%C3%A6r,L%C3%A6rling+(rigging+og+spleising)
L%C3%A6r,L%C3%A6rling+(r%C3%B8rlegger+VVS)
L%C3%A6r,L%C3%A6rling+(r%C3%B8rlegger)
L%C3%A6r,L%C3%A6rling+(salmaker)
L%C3%A6r,L%C3%A6rling+(sandbl%C3%A5ser)
L%C3%A6r,L%C3%A6rling+(seilmaker)
L%C3%A6r,L%C3%A6rling+(serigraf)
L%C3%A6r,L%C3%A6rling+(service-+og+telemont%C3%B8r)
L%C3%A6r,L%C3%A6rling+(serviceelektroniker)
L%C3%A6r,L%C3%A6rling+(servit%C3%B8r)
L%C3%A6r,L%C3%A6rling+(signalmont%C3%B8r)
L%C3%A6r,L%C3%A6rling+(sko-+og+veskeproduksjon)
L%C3%A6r,L%C3%A6rling+(skogsarbeider)
L%C3%A6r,L%C3%A6rling+(skogsmaskinf%C3%B8rer)
L%C3%A6r,L%C3%A6rling+(skomaker)
L%C3%A6r,L%C3%A6rling+(skredder)
L%C3%A6r,L%C3%A6rling+(slakter)
L%C3%A6r,L%C3%A6rling+(smed)
L%C3%A6r,L%C3%A6rling+(smelteverk)
L%C3%A6r,L%C3%A6rling+(snekker)
L%C3%A6r,L%C3%A6rling+(spinne-+og+n%C3%B8stemaskin)
L%C3%A6r,L%C3%A6rling+(spon-+og+fiberplateproduksjon)
L%C3%A6r,L%C3%A6rling+(steinfagarbeider)
L%C3%A6r,L%C3%A6rling+(stillasbygger)
L%C3%A6r,L%C3%A6rling+(storurmaker)
L%C3%A6r,L%C3%A6rling+(strikker)
L%C3%A6r,L%C3%A6rling+(st%C3%B8per)
L%C3%A6r,L%C3%A6rling+(sveiser)
L%C3%A6r,L%C3%A6rling+(sykkelreparat%C3%B8r)
L%C3%A6r,L%C3%A6rling+(systemavioniker)
L%C3%A6r,L%C3%A6rling+(s%C3%B8lvsmed)
L%C3%A6r,L%C3%A6rling+(taktekker)
L%C3%A6r,L%C3%A6rling+(tavlemont%C3%B8r)
L%C3%A6r,L%C3%A6rling+(teknisk+tegning)
L%C3%A6r,L%C3%A6rling+(telekommunikasjonsmont%C3%B8r)
L%C3%A6r,L%C3%A6rling+(terminalarbeid)
L%C3%A6r,L%C3%A6rling+(termisk+spr%C3%B8yter)
L%C3%A6r,L%C3%A6rling+(tilskj%C3%A6ring)
L%C3%A6r,L%C3%A6rling+(tobakksproduksjon)
L%C3%A6r,L%C3%A6rling+(togelektriker)
L%C3%A6r,L%C3%A6rling+(transport)
L%C3%A6r,L%C3%A6rling+(treb%C3%A5tbygger)
L%C3%A6r,L%C3%A6rling+(tredreier)
L%C3%A6r,L%C3%A6rling+(treforedlingsindustri)
L%C3%A6r,L%C3%A6rling+(treskj%C3%A6rer)
L%C3%A6r,L%C3%A6rling+(trevare)
L%C3%A6r,L%C3%A6rling+(trevare-+og+m%C3%B8belsnekker)
L%C3%A6r,L%C3%A6rling+(trikotasje)
L%C3%A6r,L%C3%A6rling+(tunnel-+og+fjellarbeider)
L%C3%A6r,L%C3%A6rling+(t%C3%B8mrer)
L%C3%A6r,L%C3%A6rling+(urmaker)
L%C3%A6r,L%C3%A6rling+(vannrenseanlegg)
L%C3%A6r,L%C3%A6rling+(varmforsinker)
L%C3%A6r,L%C3%A6rling+(vei-+og+anleggsarbeid)
L%C3%A6r,L%C3%A6rling+(vekter)
L%C3%A6r,L%C3%A6rling+(verkt%C3%B8ymaker)
L%C3%A6r,L%C3%A6rling+(veving+og+husflidsproduksjon)
L%C3%A6r,L%C3%A6rling+(vikler-+og+transformatormont%C3%B8r)
L%C3%B8n,L%C3%B8nningsassistent
L%C3%B8n,L%C3%B8nningsmedarbeider
L%C3%B8n,L%C3%B8nningsmedarbeidere
L%C3%B8n,L%C3%B8nningssekret%C3%A6r
L%C3%B8n,L%C3%B8nningssjef
L%C3%B8n,L%C3%B8nnsberegner
L%C3%B8n,L%C3%B8nnsgruppeleder
L%C3%B8n,L%C3%B8nnskonsulent
L%C3%B8y,L%C3%B8ypekj%C3%B8rer
MPA,MPA-operat%C3%B8r
MUB,MUB+ingeni%C3%B8r
Ma-,Ma-koordinator+(bryggeri)
Mac,Mac-operat%C3%B8r
Mag,Magasinredakt%C3%B8r
Maj,Major
Mal,Malel%C3%A6rer
Mal,Maler
Mal,Malere+og+byggtapetserere
Mal,Malere+overflatebehandlere+feiere+mv.
Mal,Malerikonservator
Man,Manikyrist
Man,Mannekeng
